1.000000 	 -2.093720
2.000000 	 -2.870770
3.000000 	 -3.735980
4.000000 	 -3.207490
5.000000 	 -1.505420
6.000000 	 -3.762870
7.000000 	 -5.475880
8.000000 	 -6.428040
9.000000 	 -4.894890
10.000000 	 -4.267490
11.000000 	 -4.469830
12.000000 	 -2.846080
13.000000 	 -5.162940
14.000000 	 -6.004200
15.000000 	 -3.918620
16.000000 	 -5.995930
17.000000 	 -6.194440
18.000000 	 -5.723560
19.000000 	 -5.951110
20.000000 	 -5.834550
21.000000 	 -4.976930
22.000000 	 -6.398600
23.000000 	 -5.776560
24.000000 	 -5.876490
25.000000 	 -4.671760
26.000000 	 4.654050
27.000000 	 5.512690
28.000000 	 7.229180
29.000000 	 6.789790
30.000000 	 5.036310
31.000000 	 6.118850
32.000000 	 5.963770
33.000000 	 5.565480
34.000000 	 4.858120
35.000000 	 6.039790
36.000000 	 3.854480
37.000000 	 6.449550
38.000000 	 6.302410
39.000000 	 5.231750
40.000000 	 4.959130
41.000000 	 5.593380
42.000000 	 6.041340
43.000000 	 5.766590
44.000000 	 5.770150
45.000000 	 5.744500
46.000000 	 4.744480
47.000000 	 5.618730
48.000000 	 6.401000
49.000000 	 7.376150
50.000000 	 5.670120
51.000000 	 5.428040
52.000000 	 4.584050
53.000000 	 4.255580
54.000000 	 4.896310
55.000000 	 5.038190
56.000000 	 3.952300
57.000000 	 4.933440
58.000000 	 6.171520
59.000000 	 6.065910
60.000000 	 4.938560
61.000000 	 6.162790
62.000000 	 5.325550
63.000000 	 6.644340
64.000000 	 6.547610
65.000000 	 5.481730
66.000000 	 -4.275050
67.000000 	 -4.373850
68.000000 	 -4.675490
69.000000 	 -5.663320
70.000000 	 -5.092470
71.000000 	 -6.492740
72.000000 	 -5.456410
73.000000 	 -6.318300
74.000000 	 -6.720830
75.000000 	 -6.277270
76.000000 	 -5.574080
77.000000 	 -5.209410
78.000000 	 -5.147000
79.000000 	 -5.204680
80.000000 	 -4.465570
81.000000 	 -8.248530
82.000000 	 -5.356540
83.000000 	 -4.812920
84.000000 	 -4.525380
85.000000 	 -4.727400
86.000000 	 -6.070510
87.000000 	 -6.150530
88.000000 	 -5.844520
89.000000 	 -4.665870
90.000000 	 -5.319780
91.000000 	 -5.631820
92.000000 	 -7.228950
93.000000 	 -4.805970
94.000000 	 -5.355000
95.000000 	 -5.348020
96.000000 	 -5.172300
97.000000 	 -5.105450
98.000000 	 -7.252320
99.000000 	 -4.126760
100.000000 	 -4.942630
101.000000 	 -6.962440
102.000000 	 -5.486310
103.000000 	 -4.371930
104.000000 	 -5.312230
105.000000 	 -6.013170
106.000000 	 -4.429430
107.000000 	 -5.676360
108.000000 	 -5.886820
109.000000 	 -5.422290
110.000000 	 -4.865030
111.000000 	 -5.218890
112.000000 	 -4.406310
113.000000 	 -4.924190
114.000000 	 -5.664940
115.000000 	 -4.397200
116.000000 	 -6.729370
117.000000 	 -5.953900
118.000000 	 -4.830720
119.000000 	 -4.746000
